,Airline,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins
1436,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25,15h 25m,1 stop,In-flight meal not included,6960.0,3,27,13,0,4,25,925
1437,Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,09:45,14:25,4h 40m,1 stop,No info,16757.0,3,6,9,45,14,25,280
1438,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:35,9h 35m,1 stop,No info,14871.0,3,6,16,0,1,35,575
1439,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5054.0,6,12,7,35,12,10,275
1440,Air India,Delhi,Cochin,DEL ? LKO ? BOM ? COK,12:20,19:15,30h 55m,2 stops,No info,12488.0,6,3,12,20,19,15,1855
1441,IndiGo,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,4823.0,4,15,18,25,21,20,175
1442,Air India,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,19:15,37h 20m,2 stops,No info,14483.0,3,9,5,55,19,15,2240
1443,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,19:15,26h,2 stops,No info,11989.0,6,24,17,15,19,15,1560
1444,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00,20h 10m,1 stop,No info,16079.0,5,21,22,50,19,0,1210
1445,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,10:55,25h 20m,1 stop,No info,13067.0,5,6,9,35,10,55,1520
1446,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,11h 5m,1 stop,No info,6818.0,6,12,5,5,16,10,665
1447,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,08:15,23h 50m,1 stop,No info,13941.0,5,12,8,25,8,15,1430
1448,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,12927.0,6,24,9,0,19,0,600
1449,IndiGo,Kolkata,Banglore,CCU ? BLR,22:15,00:50,2h 35m,non-stop,No info,4804.0,5,15,22,15,0,50,155
1450,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,16:00,12:35,20h 35m,1 stop,In-flight meal not included,5406.0,4,1,16,0,12,35,1235
1451,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,10:45,01:35,14h 50m,1 stop,No info,7318.0,3,21,10,45,1,35,890
1452,IndiGo,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3384.0,3,21,7,55,10,15,140
1453,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,20:45,06:35,9h 50m,1 stop,No info,11410.0,6,3,20,45,6,35,590
1454,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,13:15,7h 30m,1 stop,In-flight meal not included,9134.0,3,15,5,45,13,15,450
1455,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,21:20,7h 15m,1 stop,In-flight meal not included,7832.0,3,21,14,5,21,20,435
1456,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,07:40,22h 45m,1 stop,No info,14815.0,3,6,8,55,7,40,1365
1457,IndiGo,Banglore,Delhi,BLR ? DEL,23:30,02:20,2h 50m,non-stop,No info,4591.0,6,3,23,30,2,20,170
1458,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00,20h 10m,1 stop,In-flight meal not included,12373.0,5,9,22,50,19,0,1210
1459,Air Asia,Banglore,New Delhi,BLR ? DEL,05:50,08:40,2h 50m,non-stop,No info,4284.0,3,9,5,50,8,40,170
1460,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,05:45,04:40,22h 55m,1 stop,No info,13941.0,5,18,5,45,4,40,1375
1461,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,17:25,18:50,25h 25m,1 stop,No info,16289.0,3,9,17,25,18,50,1525
1462,IndiGo,Delhi,Cochin,DEL ? PNQ ? COK,23:30,04:35,5h 5m,1 stop,No info,9165.0,6,24,23,30,4,35,305
1463,Jet Airways,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,8016.0,6,21,6,0,8,45,165
1464,Air Asia,Kolkata,Banglore,CCU ? DEL ? BLR,22:40,10:40,12h,1 stop,No info,5192.0,4,1,22,40,10,40,720
1465,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15,11h 5m,1 stop,No info,14939.0,6,9,21,10,8,15,665
1466,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,09:30,21h 50m,1 stop,No info,25735.0,3,1,11,40,9,30,1310
1467,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,14502.0,6,3,10,0,19,0,540
1468,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,22:55,12:25,13h 30m,1 stop,No info,13817.0,3,12,22,55,12,25,810
1469,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,No info,14151.0,5,24,9,35,18,0,505
1470,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:45,19:15,8h 30m,1 stop,No info,15077.0,3,6,10,45,19,15,510
1471,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,10h,1 stop,No info,12192.0,6,12,9,0,19,0,600
1472,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965.0,5,21,13,15,14,45,90
1473,IndiGo,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3850.0,5,18,7,55,10,15,140
1474,IndiGo,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,non-stop,No info,3175.0,6,1,16,55,18,25,90
1475,Jet Airways,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,7229.0,5,21,18,55,22,0,185
1476,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00,23h 45m,1 stop,No info,16079.0,5,27,19,15,19,0,1425
1477,IndiGo,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,4392.0,3,27,9,10,10,40,90
1478,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,18:40,00:45,6h 5m,1 stop,No info,8372.0,3,18,18,40,0,45,365
1479,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368.0,6,15,9,40,19,0,560
1480,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,22:50,19:00,20h 10m,1 stop,In-flight meal not included,12898.0,5,27,22,50,19,0,1210
1481,Air India,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,12:30,19h 45m,2 stops,No info,14960.0,5,1,16,45,12,30,1185
1482,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,08:35,22:30,13h 55m,1 stop,No info,6442.0,5,27,8,35,22,30,835
1483,SpiceJet,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,3597.0,5,21,8,20,10,35,135
1484,Jet Airways,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,18804.0,6,6,11,40,19,0,440
1485,Vistara,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6111.0,3,15,6,0,9,10,190
1486,IndiGo,Delhi,Cochin,DEL ? COK,21:05,00:20,3h 15m,non-stop,No info,6015.0,6,9,21,5,0,20,195
1487,Air India,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6121.0,5,18,13,20,16,10,170
1488,Jet Airways,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,6287.0,5,24,10,20,17,35,435
1489,Jet Airways,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,5,9,15,15,18,10,175
1490,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,08:35,16:10,7h 35m,1 stop,No info,6442.0,6,12,8,35,16,10,455
1491,Jet Airways,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544.0,4,27,15,15,18,10,175
1492,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,13:45,28h 20m,2 stops,No info,11542.0,6,12,9,25,13,45,1700
1493,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:45,04:25,8h 40m,1 stop,No info,16079.0,5,21,19,45,4,25,520
1494,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,6076.0,3,27,7,5,16,10,545
1495,Air India,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,01:20,15h 20m,2 stops,No info,10408.0,4,1,10,0,1,20,920
1496,Air India,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,19:15,37h 20m,2 stops,No info,8446.0,3,27,5,55,19,15,2240
1497,GoAir,Banglore,New Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,13663.0,3,1,7,45,10,40,175
1498,Air India,Delhi,Cochin,DEL ? BLR ? COK,20:30,08:15,11h 45m,1 stop,No info,10671.0,5,15,20,30,8,15,705
1499,Air Asia,Banglore,Delhi,BLR ? DEL,23:55,02:45,2h 50m,non-stop,No info,3383.0,6,18,23,55,2,45,170
1500,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30,15h 10m,1 stop,No info,9021.0,5,9,10,20,1,30,910
1501,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,14533.0,5,18,9,0,19,15,615
1502,Jet Airways,Delhi,Cochin,DEL ? LKO ? BOM ? COK,11:45,04:25,16h 40m,2 stops,In-flight meal not included,11992.0,6,6,11,45,4,25,1000
1503,IndiGo,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,5,12,13,15,15,35,140
1504,IndiGo,Banglore,Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,4077.0,6,9,1,30,4,15,165
1505,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,9646.0,6,12,7,5,16,10,545
1506,SpiceJet,Kolkata,Banglore,CCU ? BLR,22:20,00:40,2h 20m,non-stop,No info,3873.0,4,1,22,20,0,40,140
1507,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00,23h 50m,2 stops,No info,15129.0,5,9,19,10,19,0,1430
1508,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30,8h,1 stop,No info,6104.0,6,9,17,30,1,30,480
1509,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25,33h 15m,2 stops,In-flight meal not included,16022.0,3,6,19,10,4,25,1995
1510,Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,09:45,00:30,14h 45m,1 stop,In-flight meal not included,10562.0,3,9,9,45,0,30,885
1511,Air India,Delhi,Cochin,DEL ? MAA ? COK,06:05,09:25,27h 20m,1 stop,No info,10945.0,3,9,6,5,9,25,1640
1512,SpiceJet,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,3873.0,5,27,9,0,11,25,145
1513,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,02:55,04:25,1h 30m,non-stop,In-flight meal not included,1840.0,3,27,2,55,4,25,90
1514,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,04:55,12:00,7h 5m,1 stop,No info,9585.0,3,3,4,55,12,0,425
1515,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210.0,5,18,19,35,21,5,90
1516,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,4h 50m,1 stop,No info,6147.0,5,9,15,10,20,0,290
1517,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:35,6h 35m,1 stop,In-flight meal not included,7341.0,5,9,17,0,23,35,395
1518,Air India,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,8372.0,5,21,9,0,19,15,615
1519,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,11h 30m,1 stop,No info,10877.0,6,27,7,30,19,0,690
1520,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15,21h 15m,2 stops,No info,10441.0,5,9,22,0,19,15,1275
1521,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,04:45,21:00,16h 15m,1 stop,No info,13611.0,3,6,4,45,21,0,975
1522,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,10:45,25h 50m,1 stop,In-flight meal not included,11087.0,3,9,8,55,10,45,1550
1523,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:45,24h 30m,1 stop,In-flight meal not included,5963.0,3,27,19,15,19,45,1470
1524,IndiGo,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0,5,24,13,15,15,35,140
1525,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10:05,15h 10m,1 stop,In-flight meal not included,8529.0,6,12,18,55,10,5,910
1526,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:00,14h 5m,1 stop,No info,10678.0,6,12,4,55,19,0,845
1527,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,08:25,21:00,12h 35m,1 stop,No info,8285.0,3,27,8,25,21,0,755
1528,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,02:15,12:35,10h 20m,1 stop,No info,18371.0,6,12,2,15,12,35,620
1529,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45,13h 20m,1 stop,No info,12692.0,6,6,20,25,9,45,800
1530,IndiGo,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,4423.0,4,24,6,5,8,50,165
1531,Jet Airways,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7229.0,6,9,19,50,22,50,180
1532,IndiGo,Banglore,New Delhi,BLR ? DEL,23:30,02:20,2h 50m,non-stop,No info,6144.0,3,3,23,30,2,20,170
1533,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,04:25,21h 40m,2 stops,In-flight meal not included,10919.0,6,1,6,45,4,25,1300
1534,IndiGo,Kolkata,Banglore,CCU ? BLR,21:25,00:05,2h 40m,non-stop,No info,4148.0,3,27,21,25,0,5,160
1535,SpiceJet,Banglore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,non-stop,No check-in baggage included,3873.0,3,24,20,30,23,20,170
1536,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,18:50,9h 10m,2 stops,No info,11702.0,3,21,9,40,18,50,550
1537,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,17:10,01:35,8h 25m,1 stop,No info,14871.0,3,6,17,10,1,35,505
1538,Air India,Banglore,New Delhi,BLR ? BOM ? IDR ? DEL,06:45,11:10,28h 25m,2 stops,No info,11234.0,3,18,6,45,11,10,1705
1539,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6938.0,6,6,14,20,22,30,490
1540,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,08:30,21:00,12h 30m,1 stop,No info,6093.0,6,12,8,30,21,0,750
1541,IndiGo,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943.0,5,15,10,10,13,0,170
1542,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040.0,6,6,10,20,11,50,90
1543,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,12:35,13h 30m,2 stops,No info,15129.0,5,9,23,5,12,35,810
1544,SpiceJet,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597.0,5,9,17,45,20,5,140
1545,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,18:50,11h 40m,1 stop,No info,8610.0,5,6,7,10,18,50,700
1546,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,23:35,6h 35m,1 stop,No info,13067.0,5,1,17,0,23,35,395
1547,SpiceJet,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,4991.0,5,9,9,30,12,20,170
1548,SpiceJet,Kolkata,Banglore,CCU ? MAA ? BLR,15:05,20:20,5h 15m,1 stop,No info,4649.0,4,1,15,5,20,20,315
1549,SpiceJet,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,3597.0,5,18,8,20,10,35,135
1550,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,In-flight meal not included,12898.0,5,21,8,0,19,0,660
1551,Jet Airways,Delhi,Cochin,DEL ? IXC ? BOM ? COK,06:20,19:45,37h 25m,2 stops,In-flight meal not included,9296.0,3,27,6,20,19,45,2245
1552,IndiGo,Banglore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,8855.0,3,3,16,55,19,45,170
1553,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,21:50,19:00,21h 10m,1 stop,In-flight meal not included,10262.0,6,6,21,50,19,0,1270
1554,IndiGo,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,3943.0,6,24,6,5,8,50,165
1555,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,6h 25m,1 stop,No info,9001.0,6,3,12,50,19,15,385
1556,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30,15h 10m,1 stop,No info,7670.0,5,18,10,20,1,30,910
1557,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30,7h 45m,1 stop,No info,7530.0,6,3,17,45,1,30,465
1558,IndiGo,Kolkata,Banglore,CCU ? PAT ? BLR,09:20,14:15,4h 55m,1 stop,No info,8443.0,5,1,9,20,14,15,295
1559,SpiceJet,Delhi,Cochin,DEL ? MAA ? COK,06:05,11:20,5h 15m,1 stop,No info,5351.0,4,1,6,5,11,20,315
1560,Vistara,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6688.0,3,21,6,0,9,10,190
1561,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,19:10,22h 35m,1 stop,In-flight meal not included,11087.0,3,12,20,35,19,10,1355
1562,Air India,Banglore,New Delhi,BLR ? CCU ? BBI ? DEL,05:50,12:05,30h 15m,2 stops,No info,7664.0,3,15,5,50,12,5,1815
1563,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,4775.0,4,15,15,15,20,30,315
1564,GoAir,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,3514.0,6,27,15,20,17,55,155
1565,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,04:25,21h 40m,2 stops,No info,13376.0,6,24,6,45,4,25,1300
1566,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,08:10,12:35,28h 25m,2 stops,No info,14300.0,6,12,8,10,12,35,1705
1567,Air India,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25,12h 45m,1 stop,No info,7480.0,6,27,20,40,9,25,765
1568,IndiGo,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,non-stop,No info,2227.0,5,12,21,20,22,50,90
1569,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:25,14h 30m,1 stop,No info,7452.0,5,18,7,55,22,25,870
1570,Air Asia,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409.0,5,24,10,20,12,55,155
1571,Air India,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,09:10,11:05,25h 55m,2 stops,No info,4647.0,4,3,9,10,11,5,1555
1572,SpiceJet,Chennai,Kolkata,MAA ? CCU,09:30,12:05,2h 35m,non-stop,No check-in baggage included,3332.0,3,21,9,30,12,5,155
1573,Air India,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,6902.0,3,27,10,0,19,15,555
1574,Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,19:55,23:30,3h 35m,1 stop,No info,6857.0,6,6,19,55,23,30,215
1575,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:15,04:25,9h 10m,1 stop,In-flight meal not included,12373.0,5,9,19,15,4,25,550
1576,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:00,7h 20m,1 stop,No info,11789.0,6,15,11,40,19,0,440
1577,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,17:15,07:40,14h 25m,2 stops,No info,13039.0,5,9,17,15,7,40,865
1578,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,22:55,11:25,12h 30m,1 stop,In-flight meal not included,11087.0,3,12,22,55,11,25,750
1579,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,23:25,27h 5m,1 stop,No info,9345.0,5,18,20,20,23,25,1625
1580,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15,1h 30m,non-stop,No check-in baggage included,1965.0,6,24,22,45,0,15,90
1581,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,6093.0,6,3,7,30,21,0,810
1582,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,08:15,13h 20m,1 stop,In-flight meal not included,11841.0,6,9,18,55,8,15,800
1583,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05,12h 55m,1 stop,In-flight meal not included,9663.0,5,9,21,10,10,5,775
1584,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:15,19:00,23h 45m,1 stop,No info,14714.0,6,6,19,15,19,0,1425
1585,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,22:35,27h 40m,1 stop,In-flight meal not included,8529.0,6,12,18,55,22,35,1660
1586,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5073.0,4,6,7,35,12,10,275
1587,Jet Airways,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,7229.0,4,24,7,10,10,10,180
1588,Air India,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,9194.0,6,6,10,0,19,15,555
1589,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:00,7h 20m,1 stop,No info,11789.0,6,12,11,40,19,0,440
1590,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,2017.0,6,12,13,15,14,45,90
1591,Air India,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,12:30,22h,2 stops,No info,15894.0,6,6,14,30,12,30,1320
1592,IndiGo,Banglore,Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,3419.0,5,9,1,30,4,15,165
1593,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25,22h 55m,2 stops,In-flight meal not included,10368.0,6,9,5,30,4,25,1375
1594,IndiGo,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,4h 50m,1 stop,No info,6027.0,4,24,15,10,20,0,290
1595,Air India,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25,12h 45m,1 stop,No info,7480.0,5,18,20,40,9,25,765
1596,SpiceJet,Kolkata,Banglore,CCU ? PNQ ? BLR,08:35,17:15,8h 40m,1 stop,No info,7189.0,6,12,8,35,17,15,520
1597,Air India,Banglore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,7276.0,3,15,10,0,12,45,165
1598,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,11:30,04:25,16h 55m,1 stop,No info,15764.0,3,6,11,30,4,25,1015
1599,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,19:15,04:25,9h 10m,1 stop,No info,14714.0,6,6,19,15,4,25,550
1600,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,17:00,01:30,8h 30m,1 stop,No info,7888.0,5,21,17,0,1,30,510
1601,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25,20h 25m,1 stop,In-flight meal not included,10262.0,6,6,8,0,4,25,1225
1602,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,04:25,8h 25m,2 stops,In-flight meal not included,15318.0,5,18,20,0,4,25,505
1603,Jet Airways,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608.0,5,1,10,20,17,35,435
1604,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,18:15,9h 50m,1 stop,No info,12681.0,4,1,8,25,18,15,590
1605,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,17:15,09:25,16h 10m,2 stops,No info,9417.0,3,6,17,15,9,25,970
1606,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,07:05,21:00,13h 55m,1 stop,No info,17057.0,3,3,7,5,21,0,835
1607,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,12537.0,3,27,13,0,21,0,480
1608,Air India,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15,21h 15m,2 stops,No info,10651.0,5,27,22,0,19,15,1275
1609,Vistara,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6741.0,6,1,6,0,9,10,190
1610,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,22:35,26h 35m,1 stop,In-flight meal not included,10844.0,5,24,20,0,22,35,1595
1611,Air India,Delhi,Cochin,DEL ? CCU ? BOM ? COK,14:25,19:15,28h 50m,2 stops,No info,13381.0,5,27,14,25,19,15,1730
1612,IndiGo,Banglore,Delhi,BLR ? DEL,06:05,08:50,2h 45m,non-stop,No info,4423.0,4,6,6,5,8,50,165
1613,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678.0,5,27,19,35,21,5,90
1614,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,12:35,27h,2 stops,In-flight meal not included,12719.0,5,21,9,35,12,35,1620
1615,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5054.0,6,1,7,35,12,10,275
1616,Air India,Delhi,Cochin,DEL ? MAA ? COK,09:45,09:25,23h 40m,1 stop,No info,7480.0,5,24,9,45,9,25,1420
1617,Air India,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,6961.0,6,3,17,0,19,45,165
1618,SpiceJet,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0,4,24,17,10,19,40,150
1619,IndiGo,Banglore,Delhi,BLR ? DEL,21:15,00:15,3h,non-stop,No info,3943.0,6,3,21,15,0,15,180
1620,Jet Airways,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,7229.0,5,3,8,20,11,20,180
