,Airline,Source,Destination,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6
3121,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,11841,6,9,20,0,9,20,800,14.80125,CCU,BOM,BLR,None,None,None
3122,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,18,13,25,12,35,1390,10.884172661870503,DEL,AMD,BOM,COK,None,None
3123,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,6,15,22,20,0,40,140,27.435714285714287,CCU,BLR,None,None,None,None
3124,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,24,11,30,12,35,1505,6.818604651162791,DEL,BOM,COK,None,None,None
3125,Air India,Kolkata,Banglore,non-stop,No info,4460,4,6,20,45,23,20,155,28.774193548387096,CCU,BLR,None,None,None,None
3126,IndiGo,Banglore,New Delhi,non-stop,No info,7648,3,3,18,25,21,20,175,43.70285714285714,BLR,DEL,None,None,None,None
3127,Vistara,Kolkata,Banglore,1 stop,No info,8610,6,6,7,10,20,20,790,10.89873417721519,CCU,DEL,BLR,None,None,None
3128,IndiGo,Chennai,Kolkata,non-stop,No info,3597,6,18,13,15,15,35,140,25.692857142857143,MAA,CCU,None,None,None,None
3129,IndiGo,Delhi,Cochin,1 stop,No info,6442,6,24,7,35,16,10,515,12.50873786407767,DEL,HYD,COK,None,None,None
3130,IndiGo,Delhi,Cochin,1 stop,No info,12351,3,9,6,40,21,0,860,14.361627906976745,DEL,BOM,COK,None,None,None
3131,Multiple carriers,Delhi,Cochin,1 stop,No info,14067,5,21,17,30,1,30,480,29.30625,DEL,BOM,COK,None,None,None
3132,IndiGo,Banglore,Delhi,non-stop,No info,4823,5,15,20,0,22,50,170,28.370588235294118,BLR,DEL,None,None,None,None
3133,Vistara,Kolkata,Banglore,1 stop,No info,12102,3,24,17,0,22,10,1750,6.9154285714285715,CCU,DEL,BLR,None,None,None
3134,Jet Airways,Mumbai,Hyderabad,non-stop,No info,8040,5,24,7,5,8,30,85,94.58823529411765,BOM,HYD,None,None,None,None
3135,IndiGo,Banglore,New Delhi,non-stop,No info,7648,3,3,10,5,13,0,175,43.70285714285714,BLR,DEL,None,None,None,None
3136,IndiGo,Delhi,Cochin,1 stop,No info,6582,5,9,2,0,7,25,325,20.252307692307692,DEL,MAA,COK,None,None,None
3137,Vistara,Banglore,Delhi,non-stop,No info,4668,6,12,11,30,14,20,170,27.458823529411763,BLR,DEL,None,None,None,None
3138,IndiGo,Banglore,Delhi,non-stop,No info,4823,4,1,20,0,22,50,170,28.370588235294118,BLR,DEL,None,None,None,None
3139,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,5,1,22,20,0,40,140,27.664285714285715,CCU,BLR,None,None,None,None
3140,Multiple carriers,Delhi,Cochin,1 stop,No info,8476,5,18,10,20,19,15,535,15.842990654205607,DEL,BOM,COK,None,None,None
3141,IndiGo,Delhi,Cochin,1 stop,No info,5636,5,27,7,15,12,30,315,17.892063492063492,DEL,MAA,COK,None,None,None
3142,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,5,12,8,25,19,50,685,12.534306569343066,CCU,BOM,BLR,None,None,None
3143,IndiGo,Banglore,Delhi,non-stop,No info,4823,6,6,18,25,21,20,175,27.56,BLR,DEL,None,None,None,None
3144,Air India,Delhi,Cochin,non-stop,No info,6881,3,6,5,10,8,0,170,40.476470588235294,DEL,COK,None,None,None,None
3145,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,9,14,5,22,35,510,21.262745098039215,CCU,BOM,BLR,None,None,None
3146,IndiGo,Kolkata,Banglore,1 stop,No info,4226,4,24,19,35,23,15,220,19.20909090909091,CCU,BBI,BLR,None,None,None
3147,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12373,5,9,19,15,19,0,1425,8.68280701754386,DEL,BOM,COK,None,None,None
3148,Air India,Kolkata,Banglore,2 stops,No info,10697,6,6,8,20,21,50,810,13.206172839506173,CCU,JAI,BOM,BLR,None,None
3149,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,6,3,10,20,11,50,90,55.5,BOM,HYD,None,None,None,None
3150,Air India,Delhi,Cochin,2 stops,No info,9443,6,24,16,40,19,15,1595,5.920376175548589,DEL,AMD,BOM,COK,None,None
3151,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,13029,5,18,5,30,4,25,1375,9.475636363636363,DEL,JAI,BOM,COK,None,None
3152,Jet Airways,Delhi,Cochin,2 stops,No info,12347,3,21,18,25,4,25,2040,6.052450980392157,DEL,BDQ,BOM,COK,None,None
3153,Multiple carriers,Delhi,Cochin,1 stop,No info,7408,6,9,13,0,21,0,480,15.433333333333334,DEL,BOM,COK,None,None,None
3154,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,4,1,18,55,9,20,865,8.166473988439307,CCU,BOM,BLR,None,None,None
3155,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,13843,3,6,13,0,4,25,925,14.965405405405406,DEL,BOM,COK,None,None,None
3156,IndiGo,Kolkata,Banglore,non-stop,No info,4174,4,12,15,30,18,5,155,26.929032258064517,CCU,BLR,None,None,None,None
3157,Multiple carriers,Delhi,Cochin,3 stops,No info,16294,5,15,11,35,21,0,565,28.838938053097344,DEL,GWL,IDR,BOM,COK,None
3158,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,5,18,6,55,9,30,155,24.780645161290323,CCU,BLR,None,None,None,None
3159,IndiGo,Banglore,Delhi,non-stop,No info,4423,6,15,4,0,6,50,170,26.01764705882353,BLR,DEL,None,None,None,None
3160,Air India,Delhi,Cochin,non-stop,No info,5201,6,12,5,10,8,0,170,30.594117647058823,DEL,COK,None,None,None,None
3161,Air India,Banglore,New Delhi,2 stops,No info,12599,3,3,6,45,11,10,1705,7.389442815249267,BLR,BOM,IDR,DEL,None,None
3162,IndiGo,Mumbai,Hyderabad,non-stop,No info,4049,5,21,6,25,7,55,90,44.98888888888889,BOM,HYD,None,None,None,None
3163,Air India,Kolkata,Banglore,2 stops,No info,12797,5,24,9,25,10,30,1505,8.502990033222591,CCU,BOM,TRV,BLR,None,None
3164,Jet Airways,Kolkata,Banglore,1 stop,No info,13067,5,24,20,25,10,55,870,15.019540229885058,CCU,DEL,BLR,None,None,None
3165,Vistara,Kolkata,Banglore,1 stop,No info,9345,5,24,20,20,18,50,1350,6.9222222222222225,CCU,DEL,BLR,None,None,None
3166,IndiGo,Delhi,Cochin,1 stop,No info,6818,5,21,5,5,12,10,425,16.04235294117647,DEL,HYD,COK,None,None,None
3167,Jet Airways,Mumbai,Hyderabad,non-stop,No info,8040,5,3,10,20,11,50,90,89.33333333333333,BOM,HYD,None,None,None,None
3168,Jet Airways,Delhi,Cochin,2 stops,No info,14300,6,12,18,20,12,35,1095,13.059360730593607,DEL,ATQ,BOM,COK,None,None
3169,Multiple carriers,Delhi,Cochin,1 stop,No info,13727,5,15,18,15,1,30,435,31.55632183908046,DEL,BOM,COK,None,None,None
3170,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,3,21,16,55,10,25,1050,7.459047619047619,BLR,BOM,DEL,None,None,None
3171,Multiple carriers,Delhi,Cochin,1 stop,No info,16259,3,9,4,0,12,55,535,30.390654205607476,DEL,BOM,COK,None,None,None
3172,IndiGo,Banglore,Delhi,non-stop,No info,4823,6,27,8,30,11,20,170,28.370588235294118,BLR,DEL,None,None,None,None
3173,Jet Airways,Banglore,New Delhi,1 stop,No info,16736,3,6,11,40,8,15,1235,13.551417004048583,BLR,BOM,DEL,None,None,None
3174,Air India,Kolkata,Banglore,2 stops,No info,13217,6,6,9,25,5,25,1200,11.014166666666666,CCU,BOM,AMD,BLR,None,None
3175,Multiple carriers,Delhi,Cochin,1 stop,No info,6637,3,27,12,50,21,0,490,13.544897959183674,DEL,BOM,COK,None,None,None
3176,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,6,9,18,55,12,0,1025,10.579512195121952,CCU,BOM,BLR,None,None,None
3177,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,8401,3,21,10,0,19,15,555,15.136936936936937,DEL,BOM,COK,None,None,None
3178,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,4,12,9,0,11,25,145,26.71034482758621,CCU,BLR,None,None,None,None
3179,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,12410,6,24,20,0,4,25,505,24.574257425742573,DEL,ATQ,BOM,COK,None,None
3180,Jet Airways,Delhi,Cochin,2 stops,No info,15129,5,18,23,5,12,35,810,18.677777777777777,DEL,AMD,BOM,COK,None,None
3181,IndiGo,Banglore,Delhi,non-stop,No info,4423,5,1,13,0,15,50,170,26.01764705882353,BLR,DEL,None,None,None,None
3182,Jet Airways,Delhi,Cochin,1 stop,No info,16079,5,27,13,0,19,0,360,44.66388888888889,DEL,BOM,COK,None,None,None
3183,Air India,Kolkata,Banglore,2 stops,No info,15894,6,6,14,30,8,55,1105,14.38371040723982,CCU,VNS,DEL,BLR,None,None
3184,Multiple carriers,Delhi,Cochin,1 stop,No info,9103,5,15,4,55,19,0,845,10.772781065088758,DEL,BOM,COK,None,None,None
3185,Air India,Delhi,Cochin,1 stop,No info,8991,6,12,9,45,8,15,1350,6.66,DEL,BLR,COK,None,None,None
3186,Air India,Kolkata,Banglore,2 stops,No info,7893,4,1,16,50,18,20,1530,5.158823529411765,CCU,BOM,HBX,BLR,None,None
3187,IndiGo,Mumbai,Hyderabad,non-stop,No info,4575,3,3,2,30,4,0,90,50.833333333333336,BOM,HYD,None,None,None,None
3188,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,5,3,9,0,11,25,145,26.71034482758621,CCU,BLR,None,None,None,None
3189,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,3,21,5,45,21,20,935,8.376470588235295,BLR,BOM,DEL,None,None,None
3190,IndiGo,Chennai,Kolkata,non-stop,No info,3597,5,1,14,45,17,5,140,25.692857142857143,MAA,CCU,None,None,None,None
3191,Jet Airways,Kolkata,Banglore,1 stop,No info,13759,3,24,21,10,23,25,1575,8.735873015873016,CCU,BOM,BLR,None,None,None
3192,Jet Airways,Banglore,Delhi,non-stop,No info,7229,5,27,18,55,22,0,185,39.075675675675676,BLR,DEL,None,None,None,None
3193,SpiceJet,Kolkata,Banglore,non-stop,No info,3873,4,15,6,55,9,30,155,24.98709677419355,CCU,BLR,None,None,None,None
3194,Multiple carriers,Delhi,Cochin,1 stop,No info,9794,5,15,6,0,19,0,780,12.556410256410256,DEL,BOM,COK,None,None,None
3195,Air India,Delhi,Cochin,1 stop,No info,6681,3,27,13,30,8,15,1125,5.938666666666666,DEL,BLR,COK,None,None,None
3196,IndiGo,Banglore,Delhi,non-stop,No info,4423,4,21,21,15,0,15,180,24.572222222222223,BLR,DEL,None,None,None,None
3197,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,15,8,25,19,50,685,15.83065693430657,CCU,BOM,BLR,None,None,None
3198,IndiGo,Delhi,Cochin,1 stop,No info,7258,6,1,9,15,21,0,705,10.295035460992908,DEL,BOM,COK,None,None,None
3199,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4995,6,12,10,20,11,50,90,55.5,BOM,HYD,None,None,None,None
3200,Jet Airways,Delhi,Cochin,1 stop,No info,14924,6,9,20,55,19,0,1325,11.263396226415095,DEL,BOM,COK,None,None,None
3201,Vistara,Banglore,New Delhi,1 stop,No info,6590,3,15,6,40,10,25,1665,3.957957957957958,BLR,AMD,DEL,None,None,None
3202,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,3,20,55,12,35,940,10.917021276595746,DEL,BOM,COK,None,None,None
3203,SpiceJet,Kolkata,Banglore,non-stop,No info,5515,3,9,9,0,11,30,150,36.766666666666666,CCU,BLR,None,None,None,None
3204,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,6643,3,27,19,10,19,45,1475,4.503728813559322,DEL,AMD,BOM,COK,None,None
3205,IndiGo,Mumbai,Hyderabad,non-stop,No info,2754,6,24,19,5,20,35,90,30.6,BOM,HYD,None,None,None,None
3206,IndiGo,Delhi,Cochin,1 stop,No info,6493,6,9,17,5,22,15,310,20.94516129032258,DEL,BLR,COK,None,None,None
3207,IndiGo,Kolkata,Banglore,1 stop,No info,6218,5,24,18,5,23,30,325,19.13230769230769,CCU,NAG,BLR,None,None,None
3208,Air India,Delhi,Cochin,2 stops,No info,10861,6,6,5,55,19,15,800,13.57625,DEL,BHO,BOM,COK,None,None
3209,IndiGo,Delhi,Cochin,1 stop,No info,7094,3,6,7,35,16,10,515,13.774757281553399,DEL,HYD,COK,None,None,None
3210,SpiceJet,Mumbai,Hyderabad,non-stop,No info,2227,3,24,22,45,0,10,85,26.2,BOM,HYD,None,None,None,None
3211,Jet Airways,Banglore,Delhi,non-stop,In-flight meal not included,4544,4,21,19,50,22,50,180,25.244444444444444,BLR,DEL,None,None,None,None
3212,Air India,Banglore,New Delhi,2 stops,No info,7664,3,21,5,50,16,20,630,12.165079365079364,BLR,CCU,BBI,DEL,None,None
3213,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,27,17,45,20,45,180,44.53333333333333,BLR,DEL,None,None,None,None
3214,Air Asia,Kolkata,Banglore,non-stop,No info,3807,5,27,22,50,1,20,150,25.38,CCU,BLR,None,None,None,None
3215,Air India,Delhi,Cochin,2 stops,No info,12698,6,3,7,10,19,15,725,17.51448275862069,DEL,LKO,BOM,COK,None,None
3216,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,5,24,6,30,4,40,1330,6.455639097744361,CCU,BOM,BLR,None,None,None
3217,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,7064,4,1,6,30,4,40,1330,5.311278195488722,CCU,BOM,BLR,None,None,None
3218,IndiGo,Delhi,Cochin,non-stop,No info,5601,6,9,5,35,8,50,195,28.723076923076924,DEL,COK,None,None,None,None
3219,SpiceJet,Delhi,Cochin,1 stop,No info,7317,5,21,15,45,22,5,380,19.25526315789474,DEL,MAA,COK,None,None,None
3220,Air India,Kolkata,Banglore,3 stops,No info,12797,5,6,10,0,10,30,1470,8.705442176870749,CCU,DEL,COK,TRV,BLR,None
3221,IndiGo,Kolkata,Banglore,1 stop,No info,4226,4,6,6,15,10,30,255,16.572549019607845,CCU,MAA,BLR,None,None,None
3222,Jet Airways,Kolkata,Banglore,1 stop,No info,14151,5,12,17,0,23,35,395,35.8253164556962,CCU,DEL,BLR,None,None,None
3223,IndiGo,Delhi,Cochin,1 stop,No info,6628,3,27,10,45,1,35,890,7.447191011235955,DEL,BOM,COK,None,None,None
3224,IndiGo,Banglore,New Delhi,non-stop,No info,8033,3,9,4,0,6,50,170,47.252941176470586,BLR,DEL,None,None,None,None
3225,Multiple carriers,Delhi,Cochin,1 stop,No info,11200,6,1,10,35,19,0,505,22.178217821782177,DEL,BOM,COK,None,None,None
3226,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,24,15,30,18,5,155,30.993548387096773,CCU,BLR,None,None,None,None
3227,Air Asia,Kolkata,Banglore,1 stop,No info,5192,6,12,22,40,10,40,720,7.211111111111111,CCU,DEL,BLR,None,None,None
3228,Jet Airways,Delhi,Cochin,2 stops,No info,13014,6,12,9,40,4,25,1125,11.568,DEL,JAI,BOM,COK,None,None
3229,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,21,21,10,22,35,1525,7.110819672131147,CCU,BOM,BLR,None,None,None
3230,Multiple carriers,Delhi,Cochin,1 stop,No info,15603,3,6,7,0,15,30,510,30.594117647058823,DEL,BOM,COK,None,None,None
3231,GoAir,Banglore,Delhi,non-stop,No info,4239,4,3,7,45,10,40,175,24.222857142857144,BLR,DEL,None,None,None,None
3232,Jet Airways,Kolkata,Banglore,1 stop,No info,13044,6,12,14,5,10,5,1200,10.87,CCU,BOM,BLR,None,None,None
3233,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,12898,5,27,18,15,19,0,1485,8.685521885521885,DEL,BOM,COK,None,None,None
3234,SpiceJet,Kolkata,Banglore,1 stop,No info,6013,4,1,8,35,17,15,520,11.563461538461539,CCU,PNQ,BLR,None,None,None
3235,Jet Airways,Kolkata,Banglore,1 stop,No info,14781,5,6,16,30,22,35,365,40.49589041095891,CCU,BOM,BLR,None,None,None
3236,Jet Airways,Delhi,Cochin,1 stop,No info,12557,3,21,17,30,4,25,655,19.170992366412214,DEL,BOM,COK,None,None,None
3237,Multiple carriers,Delhi,Cochin,1 stop,No info,13875,3,6,4,45,18,50,845,16.420118343195266,DEL,BOM,COK,None,None,None
3238,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,11507,6,15,9,35,4,25,1130,10.183185840707965,DEL,IDR,BOM,COK,None,None
3239,Air India,Kolkata,Banglore,non-stop,No info,5510,6,18,14,15,16,45,150,36.733333333333334,CCU,BLR,None,None,None,None
3240,GoAir,Kolkata,Banglore,1 stop,No info,10198,3,24,16,25,0,5,460,22.169565217391305,CCU,AMD,BLR,None,None,None
3241,Jet Airways,Kolkata,Banglore,1 stop,No info,8355,6,12,10,20,17,35,435,19.20689655172414,CCU,GAU,BLR,None,None,None
3242,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,1,18,55,22,0,185,43.32972972972973,BLR,DEL,None,None,None,None
3243,IndiGo,Delhi,Cochin,1 stop,No info,6314,5,27,10,35,21,0,625,10.1024,DEL,BOM,COK,None,None,None
3244,Air India,Delhi,Cochin,non-stop,No info,5831,3,9,5,10,8,0,170,34.3,DEL,COK,None,None,None,None
3245,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,24,19,15,4,25,550,18.658181818181816,DEL,BOM,COK,None,None,None
3246,Multiple carriers,Delhi,Cochin,1 stop,In-flight meal not included,15136,3,6,13,55,1,35,700,21.622857142857143,DEL,BOM,COK,None,None,None
3247,Jet Airways,Banglore,New Delhi,1 stop,In-flight meal not included,7832,3,21,20,35,10,25,830,9.436144578313254,BLR,BOM,DEL,None,None,None
3248,SpiceJet,Chennai,Kolkata,non-stop,No info,3859,3,24,8,20,10,35,135,28.585185185185185,MAA,CCU,None,None,None,None
3249,IndiGo,Kolkata,Banglore,non-stop,No info,4174,4,6,15,15,17,45,150,27.826666666666668,CCU,BLR,None,None,None,None
3250,Jet Airways,Banglore,New Delhi,1 stop,No info,19225,3,6,5,45,11,25,340,56.544117647058826,BLR,BOM,DEL,None,None,None
3251,IndiGo,Delhi,Cochin,1 stop,No info,10518,3,9,4,45,21,0,975,10.787692307692307,DEL,BOM,COK,None,None,None
3252,IndiGo,Banglore,Delhi,non-stop,No info,4823,4,6,7,10,10,5,175,27.56,BLR,DEL,None,None,None,None
3253,Air India,Banglore,New Delhi,non-stop,No info,7276,3,24,10,0,12,45,165,44.096969696969694,BLR,DEL,None,None,None,None
3254,Multiple carriers,Delhi,Cochin,1 stop,No info,12192,6,9,10,0,19,0,540,22.57777777777778,DEL,BOM,COK,None,None,None
3255,Air Asia,Delhi,Cochin,1 stop,No info,11410,6,1,16,45,7,10,865,13.190751445086706,DEL,BLR,COK,None,None,None
3256,Air India,Kolkata,Banglore,2 stops,No info,13033,5,21,10,0,1,20,920,14.166304347826086,CCU,DEL,COK,BLR,None,None
3257,Jet Airways,Banglore,New Delhi,1 stop,No info,26890,3,1,5,45,15,15,570,47.175438596491226,BLR,BOM,DEL,None,None,None
3258,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,27,15,15,17,45,150,32.026666666666664,CCU,BLR,None,None,None,None
3259,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,10844,5,15,18,55,20,45,1550,6.9961290322580645,CCU,BOM,BLR,None,None,None
3260,Air India,Delhi,Cochin,2 stops,No info,12436,6,12,12,55,19,15,1820,6.832967032967033,DEL,JDH,BOM,COK,None,None
3261,IndiGo,Banglore,Delhi,non-stop,No info,4823,6,21,7,10,10,5,175,27.56,BLR,DEL,None,None,None,None
3262,IndiGo,Mumbai,Hyderabad,non-stop,No info,2227,6,3,21,20,22,50,90,24.744444444444444,BOM,HYD,None,None,None,None
3263,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10262,6,1,20,55,12,35,940,10.917021276595746,DEL,BOM,COK,None,None,None
3264,Jet Airways,Delhi,Cochin,1 stop,No info,17024,3,3,8,0,4,25,1225,13.897142857142857,DEL,BOM,COK,None,None,None
3265,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,9296,3,27,6,20,4,25,1325,7.0158490566037734,DEL,IXC,BOM,COK,None,None
3266,Air India,Delhi,Cochin,non-stop,No info,6094,6,6,18,5,21,10,185,32.94054054054054,DEL,COK,None,None,None,None
3267,Jet Airways,Kolkata,Banglore,1 stop,In-flight meal not included,8586,6,9,8,25,4,40,1215,7.066666666666666,CCU,BOM,BLR,None,None,None
3268,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10919,6,15,6,45,4,25,1300,8.399230769230769,DEL,NAG,BOM,COK,None,None
3269,GoAir,Kolkata,Banglore,1 stop,No info,9495,6,9,16,40,0,15,455,20.86813186813187,CCU,AMD,BLR,None,None,None
3270,Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,12,21,50,4,25,395,37.25063291139241,DEL,BOM,COK,None,None,None
3271,Air India,Delhi,Cochin,non-stop,No info,5201,6,24,14,10,17,10,180,28.894444444444446,DEL,COK,None,None,None,None
3272,Air India,Delhi,Cochin,2 stops,No info,7090,3,27,9,45,9,25,1420,4.992957746478873,DEL,HYD,MAA,COK,None,None
3273,IndiGo,Mumbai,Hyderabad,non-stop,No info,4575,5,15,9,10,10,40,90,50.833333333333336,BOM,HYD,None,None,None,None
3274,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,5,15,7,5,16,10,545,17.699082568807338,DEL,HYD,COK,None,None,None
3275,IndiGo,Delhi,Cochin,1 stop,No info,5636,6,12,2,0,7,25,325,17.341538461538462,DEL,MAA,COK,None,None,None
3276,Multiple carriers,Delhi,Cochin,1 stop,No info,9646,6,15,7,5,16,10,545,17.699082568807338,DEL,HYD,COK,None,None,None
3277,Jet Airways,Mumbai,Hyderabad,non-stop,In-flight meal not included,4050,3,9,19,40,21,10,90,45.0,BOM,HYD,None,None,None,None
3278,Jet Airways,Delhi,Cochin,1 stop,No info,14714,6,9,21,50,19,0,1270,11.585826771653544,DEL,BOM,COK,None,None,None
3279,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,18,15,15,17,45,150,32.026666666666664,CCU,BLR,None,None,None,None
3280,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,10577,6,9,18,15,19,0,1485,7.122558922558922,DEL,BOM,COK,None,None,None
3281,GoAir,Banglore,Delhi,non-stop,No info,3898,6,15,20,55,23,40,165,23.624242424242425,BLR,DEL,None,None,None,None
3282,Jet Airways,Kolkata,Banglore,1 stop,No info,14571,6,6,20,0,12,0,960,15.178125,CCU,BOM,BLR,None,None,None
3283,Jet Airways,Delhi,Cochin,2 stops,In-flight meal not included,10919,6,15,6,45,4,25,1300,8.399230769230769,DEL,NAG,BOM,COK,None,None
3284,Jet Airways,Banglore,Delhi,non-stop,No info,8016,6,18,6,0,8,45,165,48.58181818181818,BLR,DEL,None,None,None,None
3285,IndiGo,Delhi,Cochin,1 stop,No info,6287,3,21,4,55,12,0,425,14.792941176470588,DEL,HYD,COK,None,None,None
3286,Air India,Kolkata,Banglore,1 stop,No info,8366,6,6,16,50,7,55,905,9.244198895027624,CCU,BOM,BLR,None,None,None
3287,Jet Airways,Delhi,Cochin,1 stop,In-flight meal not included,15400,3,6,11,30,18,50,440,35.0,DEL,BOM,COK,None,None,None
3288,Vistara,Banglore,New Delhi,non-stop,No info,8553,3,3,19,40,22,20,160,53.45625,BLR,DEL,None,None,None,None
3289,SpiceJet,Kolkata,Banglore,non-stop,No check-in baggage included,3841,4,9,6,55,9,30,155,24.780645161290323,CCU,BLR,None,None,None,None
3290,Air India,Delhi,Cochin,2 stops,No info,10021,4,9,5,55,7,40,1545,6.486084142394822,DEL,BHO,BOM,COK,None,None
3291,SpiceJet,Chennai,Kolkata,non-stop,No info,3597,6,24,17,45,20,5,140,25.692857142857143,MAA,CCU,None,None,None,None
3292,IndiGo,Chennai,Kolkata,non-stop,No info,4332,5,24,11,35,14,0,145,29.875862068965517,MAA,CCU,None,None,None,None
3293,GoAir,Banglore,Delhi,non-stop,No info,3898,6,21,20,55,23,40,165,23.624242424242425,BLR,DEL,None,None,None,None
3294,Jet Airways,Mumbai,Hyderabad,2 stops,No info,21375,3,6,13,5,16,50,1665,12.837837837837839,BOM,BDQ,DEL,HYD,None,None
3295,Vistara,Kolkata,Banglore,1 stop,No info,8610,6,6,7,10,23,25,975,8.830769230769231,CCU,DEL,BLR,None,None,None
3296,IndiGo,Kolkata,Banglore,non-stop,No info,4804,6,15,17,15,19,50,155,30.993548387096773,CCU,BLR,None,None,None,None
