,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Journey_Month,Journey_Day,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Duration_mins,Price_per_minute
744,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4050,6,9,2,55,4,20,85,47.64705882352941
745,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6144,3,9,21,20,0,15,175,35.10857142857143
746,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14871,3,6,7,30,15,30,480,30.98125
747,Air Asia,Banglore,Delhi,BLR ? DEL,non-stop,No info,4483,4,18,11,10,13,55,165,27.169696969696968
748,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6979,5,15,10,35,1,30,895,7.797765363128492
749,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,8040,6,27,10,20,11,50,90,89.33333333333333
750,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7048,6,1,9,15,1,30,975,7.228717948717949
751,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3573,6,27,9,30,12,20,170,21.01764705882353
752,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,5054,5,27,16,0,21,0,300,16.846666666666668
753,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8582,6,1,21,0,19,15,1335,6.428464419475655
754,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8759,6,9,7,55,13,25,330,26.542424242424243
755,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,4,27,7,35,16,10,515,12.50873786407767
756,Air India,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8879,5,18,3,50,19,15,925,9.598918918918919
757,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10031,3,24,21,10,18,10,1260,7.961111111111111
758,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,3,5,30,19,0,810,12.8
759,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,6,24,13,0,15,50,170,23.194117647058825
760,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,14871,3,3,4,45,11,30,405,36.71851851851852
761,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4995,6,18,8,45,10,15,90,55.5
762,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10791,6,24,10,20,19,0,520,20.751923076923077
763,SpiceJet,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,2753,6,3,5,45,7,15,90,30.58888888888889
764,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,4423,4,9,10,10,13,0,170,26.01764705882353
765,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4409,5,27,10,20,12,55,155,28.44516129032258
766,Air India,Kolkata,Banglore,CCU ? HYD ? BLR,1 stop,No info,6117,5,9,19,0,11,5,965,6.338860103626943
767,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,5,21,19,10,19,0,1430,10.579720279720279
768,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,9345,6,6,20,20,23,25,1625,5.75076923076923
769,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8085,5,9,7,10,23,25,975,8.292307692307693
770,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15554,5,6,13,0,4,25,925,16.815135135135137
771,SpiceJet,Banglore,Delhi,BLR ? DEL,non-stop,No check-in baggage included,3573,5,21,9,30,12,20,170,21.01764705882353
772,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,17073,3,3,17,0,1,35,515,33.15145631067961
773,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6795,6,9,11,40,1,30,830,8.186746987951807
774,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,5403,3,21,7,0,9,40,160,33.76875
775,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3540,5,15,5,15,7,40,145,24.413793103448278
776,Vistara,Delhi,Cochin,DEL ? COK,non-stop,No info,6216,4,24,14,40,17,50,190,32.71578947368421
777,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,3359,5,21,15,50,18,45,175,19.194285714285716
778,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,24,18,55,23,35,1720,6.304651162790698
779,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,6,15,13,20,16,10,170,40.94705882352941
780,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4107,4,3,10,20,12,55,155,26.496774193548386
781,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13069,3,21,9,10,18,50,580,22.532758620689656
782,Jet Airways,Delhi,Cochin,DEL ? LKO ? BOM ? COK,2 stops,No info,13357,6,24,11,45,4,25,1000,13.357
783,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6938,6,1,16,10,22,30,380,18.257894736842104
784,Jet Airways,Delhi,Cochin,DEL ? IDR ? BOM ? COK,2 stops,No info,13292,6,27,9,35,12,35,1620,8.204938271604938
785,Air India,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,2 stops,1 Short layover,26743,3,1,8,50,23,25,875,30.56342857142857
786,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13568,3,21,6,40,18,50,730,18.586301369863012
787,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15353,3,6,11,40,19,15,455,33.74285714285714
788,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3597,5,15,14,45,17,5,140,25.692857142857143
789,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10031,3,24,21,10,16,20,1150,8.722608695652173
790,Air India,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,2 stops,No info,14687,5,9,9,25,5,25,1200,12.239166666666666
791,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,7229,6,6,19,50,22,50,180,40.16111111111111
792,GoAir,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10188,5,9,14,25,19,35,310,32.86451612903226
793,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7398,3,9,7,0,9,40,160,46.2375
794,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,16704,5,18,13,25,19,0,1775,9.410704225352113
795,IndiGo,Banglore,New Delhi,BLR ? HYD ? DEL,1 stop,No Info,8153,3,1,16,55,21,50,295,27.63728813559322
796,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,4,9,7,10,10,10,180,40.16111111111111
797,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,6943,5,27,13,0,1,30,750,9.257333333333333
798,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8937,6,1,6,40,19,15,755,11.837086092715232
799,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,9400,3,3,7,5,9,25,1580,5.949367088607595
800,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,13152,3,24,7,10,20,25,795,16.543396226415094
801,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,6,1,22,10,1,0,170,20.111764705882354
802,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,7927,6,12,20,20,9,5,765,10.362091503267974
803,Air India,Banglore,New Delhi,BLR ? CCU ? GAU ? DEL,2 stops,No info,9796,3,15,5,50,22,10,980,9.995918367346938
804,Vistara,Banglore,New Delhi,BLR ? DEL,non-stop,No info,8028,3,3,11,30,14,10,160,50.175
805,Multiple carriers,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,10759,3,6,13,5,21,20,495,21.735353535353536
806,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,10197,5,21,7,0,19,0,720,14.1625
807,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,6,1,21,5,23,55,170,30.75294117647059
808,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,9275,5,18,10,0,21,0,660,14.053030303030303
809,IndiGo,Chennai,Kolkata,MAA ? CCU,non-stop,No info,5277,3,3,22,5,0,25,140,37.69285714285714
810,Jet Airways,Delhi,Cochin,DEL ? NAG ? BOM ? COK,2 stops,In-flight meal not included,13848,5,18,14,35,4,25,830,16.68433734939759
811,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6412,5,15,14,20,22,30,490,13.085714285714285
812,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,18,16,30,4,40,730,19.0972602739726
813,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4668,5,6,7,0,9,40,160,29.175
814,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,6,18,1,30,4,15,165,20.721212121212123
815,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,4,6,22,10,1,0,170,23.194117647058825
816,Air India,Kolkata,Banglore,CCU ? MAA ? BLR,1 stop,No info,6528,5,24,14,35,14,35,1440,4.533333333333333
817,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,7229,5,21,17,45,20,45,180,40.16111111111111
818,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13542,3,21,13,0,1,35,755,17.936423841059604
819,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8529,6,12,18,55,20,45,1550,5.502580645161291
820,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,21,15,15,18,10,175,45.80571428571429
821,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,13029,5,9,19,30,12,35,1025,12.711219512195122
822,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,No info,15129,5,9,23,5,4,25,1760,8.596022727272727
823,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,In-flight meal not included,10368,6,9,19,30,4,25,535,19.37943925233645
824,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,8666,3,3,18,5,21,10,185,46.84324324324324
825,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15554,5,18,10,0,19,0,540,28.803703703703704
826,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,26890,3,1,5,45,16,10,625,43.024
827,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,13067,5,21,17,0,9,45,1005,13.001990049751244
828,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,In-flight meal not included,4544,4,1,6,0,8,45,165,27.53939393939394
829,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,8452,5,21,20,20,22,40,1580,5.349367088607595
830,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,7268,6,27,6,0,19,15,795,9.142138364779875
831,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9627,5,9,8,30,19,0,630,15.280952380952382
832,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9103,5,9,11,25,19,0,455,20.006593406593407
833,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,11142,4,9,8,0,19,0,660,16.881818181818183
834,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4148,3,9,5,30,8,20,170,24.4
835,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,18,16,30,18,15,1545,7.0187702265372165
836,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,6,9,45,16,10,385,25.054545454545455
837,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,12475,3,1,12,0,13,25,85,146.76470588235293
838,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15554,5,18,22,50,19,0,1210,12.854545454545455
839,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,27,7,5,19,0,715,14.352447552447552
840,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,6961,6,12,13,20,16,10,170,40.94705882352941
841,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,15,14,0,19,0,300,34.20666666666666
842,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,27,16,0,19,0,1620,6.334567901234568
843,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,9,23,30,2,20,170,23.194117647058825
844,Air India,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3625,5,24,19,30,20,45,75,48.333333333333336
845,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,13378,3,21,9,0,19,15,615,21.752845528455286
846,Jet Airways,Delhi,Cochin,DEL ? LKO ? BOM ? COK,2 stops,No info,13882,6,15,11,45,12,35,1490,9.316778523489933
847,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,6,18,5,30,8,20,170,23.194117647058825
848,Air India,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,2 stops,No info,14687,5,15,9,25,5,25,1200,12.239166666666666
849,Air Asia,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,6451,5,27,7,55,13,25,330,19.548484848484847
850,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,4878,6,9,19,30,22,15,165,29.563636363636363
851,IndiGo,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,8542,5,9,18,35,1,30,415,20.583132530120483
852,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,24,9,35,12,20,165,29.115151515151513
853,IndiGo,Kolkata,Banglore,CCU ? PNQ ? BLR,1 stop,No info,6711,6,6,21,0,2,15,315,21.304761904761904
854,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16108,6,15,13,0,19,15,375,42.95466666666667
855,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,6,6,0,25,3,15,170,23.194117647058825
856,Air India,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,2 stops,No info,15422,5,24,10,0,5,25,1165,13.237768240343348
857,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,5694,3,24,21,20,0,15,175,32.537142857142854
858,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,12681,4,1,8,25,19,50,685,18.51240875912409
859,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,8586,5,1,20,0,10,5,845,10.16094674556213
860,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,6144,3,3,0,40,3,25,165,37.236363636363635
861,IndiGo,Delhi,Cochin,DEL ? COK,non-stop,No info,6015,4,27,5,35,8,50,195,30.846153846153847
862,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7155,6,27,4,55,19,15,860,8.319767441860465
863,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12692,6,12,9,35,22,5,750,16.922666666666668
864,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,8277,5,18,17,40,23,0,320,25.865625
865,Air India,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,9347,5,9,7,5,9,25,1580,5.915822784810127
866,Air India,Delhi,Cochin,DEL ? COK,non-stop,No info,4939,3,15,18,5,21,10,185,26.697297297297297
867,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,5678,3,12,19,40,21,10,90,63.08888888888889
868,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,6,6,16,30,23,35,425,25.51529411764706
869,Jet Airways,Banglore,New Delhi,BLR ? MAA ? DEL,1 stop,In-flight meal not included,7280,3,21,9,45,15,55,370,19.675675675675677
870,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7618,3,21,13,0,21,0,480,15.870833333333334
871,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15147,3,6,8,55,21,0,725,20.892413793103447
872,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,13941,5,18,21,10,10,5,775,17.988387096774193
873,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,11467,4,1,9,35,19,10,575,19.942608695652172
874,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6270,6,27,10,20,1,30,910,6.8901098901098905
875,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,17057,3,3,13,55,1,35,700,24.367142857142856
876,Jet Airways,Banglore,Delhi,BLR ? DEL,non-stop,No info,8016,6,3,15,15,18,10,175,45.80571428571429
877,SpiceJet,Delhi,Cochin,DEL ? PNQ ? COK,1 stop,No check-in baggage included,4760,6,27,8,45,13,15,270,17.62962962962963
878,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3815,3,21,6,55,9,35,160,23.84375
879,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,5,1,17,10,19,40,150,27.826666666666668
880,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12692,6,6,9,35,9,45,1450,8.753103448275862
881,Air India,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,2 stops,No info,15532,5,15,9,25,13,45,1700,9.136470588235294
882,Jet Airways,Mumbai,Hyderabad,BOM ? HYD,non-stop,In-flight meal not included,4995,6,6,7,5,8,30,85,58.76470588235294
883,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,27,18,15,4,25,610,21.14426229508197
884,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,9794,5,9,7,30,19,0,690,14.194202898550724
885,Air India,Banglore,Delhi,BLR ? DEL,non-stop,No info,5228,5,15,13,20,16,10,170,30.75294117647059
886,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,27,22,50,12,35,825,12.43878787878788
887,Multiple carriers,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9646,6,24,9,45,16,10,385,25.054545454545455
888,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,15149,5,15,21,10,10,5,775,19.547096774193548
889,IndiGo,Kolkata,Banglore,CCU ? HYD ? BLR,1 stop,No info,4205,6,9,19,20,23,45,265,15.867924528301886
890,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,15147,3,6,7,30,21,0,810,18.7
891,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,13712,3,6,8,55,9,0,1445,9.489273356401384
892,Air India,Delhi,Cochin,DEL ? MAA ? COK,1 stop,No info,12415,3,9,17,20,9,25,965,12.865284974093264
893,Air Asia,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,2 stops,No info,5192,5,15,15,10,23,30,500,10.384
894,Air Asia,Kolkata,Banglore,CCU ? BBI ? BLR,1 stop,No info,5162,5,15,6,50,10,30,220,23.463636363636365
895,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,9027,3,3,6,40,16,10,570,15.836842105263157
896,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,11134,3,24,13,55,18,10,1695,6.568731563421829
897,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,In-flight meal not included,10844,5,24,20,0,9,20,800,13.555
898,Vistara,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12890,3,24,17,0,10,50,1070,12.046728971962617
899,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,14571,6,9,20,0,16,20,1220,11.943442622950819
900,Jet Airways,Kolkata,Banglore,CCU ? DEL ? BLR,1 stop,No info,12121,5,12,17,0,21,5,1685,7.1934718100890205
901,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12373,5,9,13,0,4,25,925,13.376216216216216
902,Air India,Banglore,New Delhi,BLR ? MAA ? DEL,1 stop,No info,10972,3,9,11,50,23,55,725,15.133793103448276
903,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,1,2,15,12,35,620,16.551612903225806
904,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,27,16,0,4,25,745,17.31275167785235
905,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,6442,5,18,8,35,16,10,455,14.158241758241758
906,Vistara,Banglore,Delhi,BLR ? DEL,non-stop,No info,5403,4,3,9,45,12,35,170,31.78235294117647
907,IndiGo,Delhi,Cochin,DEL ? HYD ? COK,1 stop,No info,5703,4,21,7,35,12,10,275,20.73818181818182
908,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,9871,5,9,8,0,19,15,675,14.623703703703704
909,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,15,15,30,18,5,155,26.929032258064517
910,Air India,Delhi,Cochin,DEL ? HYD ? BOM ? COK,2 stops,No info,11972,5,21,17,15,19,15,1560,7.674358974358975
911,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4174,4,18,9,0,11,25,145,28.786206896551725
912,IndiGo,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4804,5,21,17,15,19,50,155,30.993548387096773
913,Jet Airways,Kolkata,Banglore,CCU ? BOM ? BLR,1 stop,No info,12681,4,1,6,30,20,45,855,14.83157894736842
914,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,4508,6,6,10,20,12,55,155,29.083870967741934
915,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,3,20,55,19,0,1325,7.744905660377358
916,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,16775,3,3,19,0,1,35,395,42.46835443037975
917,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,7198,6,12,17,0,1,30,510,14.113725490196078
918,Jet Airways,Delhi,Cochin,DEL ? JAI ? BOM ? COK,2 stops,No info,13014,6,15,9,40,4,25,1125,11.568
919,Air India,Kolkata,Banglore,CCU ? BBI ? IXR ? DEL ? BLR,3 stops,No info,10991,5,12,12,0,23,15,2115,5.1966903073286055
920,Vistara,Chennai,Kolkata,MAA ? CCU,non-stop,No info,3687,6,21,7,5,9,20,135,27.31111111111111
921,Air Asia,Kolkata,Banglore,CCU ? BLR,non-stop,No info,5530,5,12,19,55,22,25,150,36.86666666666667
922,SpiceJet,Kolkata,Banglore,CCU ? BLR,non-stop,No check-in baggage included,3815,3,27,22,20,0,40,140,27.25
923,Air India,Kolkata,Banglore,CCU ? BLR,non-stop,No info,6535,3,1,14,15,16,45,150,43.56666666666667
924,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,17234,3,3,20,50,4,25,455,37.87692307692308
925,Jet Airways,Delhi,Cochin,DEL ? DED ? BOM ? COK,2 stops,No info,19907,3,6,16,50,4,25,2135,9.324121779859485
926,Air India,Delhi,Cochin,DEL ? BLR ? COK,1 stop,No info,5022,3,27,20,30,23,0,1590,3.158490566037736
927,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,No info,6305,3,27,4,0,15,30,690,9.13768115942029
928,Jet Airways,Delhi,Cochin,DEL ? MAA ? BOM ? COK,2 stops,In-flight meal not included,8728,3,21,16,10,18,50,1600,5.455
929,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,6,1,21,15,0,15,180,21.905555555555555
930,IndiGo,Mumbai,Hyderabad,BOM ? HYD,non-stop,No info,3175,3,18,16,55,18,25,90,35.27777777777778
931,Jet Airways,Banglore,New Delhi,BLR ? DEL,non-stop,No info,7229,3,24,11,10,14,5,175,41.308571428571426
932,Multiple carriers,Delhi,Cochin,DEL ? HYD ? MAA ? COK,2 stops,No info,8620,3,9,7,5,21,20,855,10.08187134502924
933,Air India,Banglore,New Delhi,BLR ? CCU ? DEL,1 stop,No info,10657,3,9,5,50,22,45,1015,10.499507389162561
934,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,In-flight meal not included,7832,3,21,8,0,20,20,740,10.583783783783783
935,Jet Airways,Delhi,Cochin,DEL ? AMD ? BOM ? COK,2 stops,In-flight meal not included,11150,6,27,13,25,19,0,1775,6.28169014084507
936,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,25735,3,1,22,50,19,10,1220,21.09426229508197
937,Jet Airways,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,2 stops,No info,16263,5,9,20,0,4,25,505,32.203960396039605
938,Multiple carriers,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,5797,6,24,11,40,1,30,830,6.98433734939759
939,Jet Airways,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,2 stops,No info,14237,6,6,18,25,4,25,600,23.72833333333333
940,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,9,0,4,25,1165,8.808583690987124
941,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,10262,6,9,15,0,19,0,1680,6.108333333333333
942,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3943,5,12,4,0,6,50,170,23.194117647058825
943,Jet Airways,Delhi,Cochin,DEL ? BOM ? COK,1 stop,In-flight meal not included,12898,5,21,19,15,12,35,1040,12.401923076923078
944,IndiGo,Banglore,Delhi,BLR ? DEL,non-stop,No info,3419,5,15,1,30,4,15,165,20.721212121212123
945,IndiGo,Banglore,New Delhi,BLR ? DEL,non-stop,No info,8033,3,15,21,20,0,15,175,45.902857142857144
946,Jet Airways,Banglore,New Delhi,BLR ? BOM ? DEL,1 stop,No info,27992,3,1,5,45,19,10,805,34.772670807453416
